Ortografia,Cat_Gram,Transcr_Fon,Molde_Sil,Num_Sil,VPret,Altura_VPret,Ponto_VPret,VTon,Altura_VTon,Ponto_VTon,VPost_NaoFinal,Altura_VPost,Ponto_VPost_NaoFinal,VPost_Final,Altura_VPost,Ponto_VPost_Final,RimaTon,Tipo_RimaTon,Acento,Prefixo,Raiz,Sufixo
defasagem,nom,de.fa.z1a.zhejN,CV.CV.C1V.CVGC,4,a,Baixa,Central,a,Baixa,Central,NA,NA,NA,e,Média-Alta,Front,a,vogal_oral,paroxytone,NA,de.fa.z,ajem
desempregado,nom,dzhi.ziN.pre.g1a.du,CV.CVC.CCV.C1V.CV,5,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,deS,em.pre.g,ad.o
suprir,ver,su.pr1iR,CV.CC1VC,2,u,Alta,Back,i,Alta,Front,NA,NA,NA,NA,Baixa,NA,iR,coda_rotica,oxytone,NA,su.pr,iR
decepcionar,ver,de.sep.si.o.n1aR,CV.CVC.CV.V.C1VC,5,o,Média-Alta,Back,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,de,sep.s,ioN.aR
farinha,nom,fa.r1i.nhax,CV.C1V.CV,3,a,Baixa,Central,i,Alta,Front,NA,NA,NA,a,Baixa,Central,i,vogal_oral,paroxytone,NA,fa.riN,a
microfone,nom,mi.kro.f1o.ni,CV.CCV.C1V.CV,4,o,Média-Alta,Back,o,Média-Alta,Back,NA,NA,NA,i,Alta,Front,o,vogal_oral,paroxytone,mikro,fo.n,e
sobrinho,nom,su.br1i.nhu,CV.CC1V.CV,3,u,Alta,Back,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,so.bri.N,o
bombardeio,nom,boN.baR.d1ej.u,CVC.CVC.C1VG.V,4,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,u,Alta,Back,ej,ditongo_oral,paroxytone,NA,bom.bar.de.i,o
harmonia,nom,aR.mo.n1i.ax,VC.CV.C1V.V,4,o,Média-Alta,Back,i,Alta,Front,NA,NA,NA,a,Baixa,Central,i,vogal_oral,paroxytone,NA,ar.mo.n,ia
ritual,nom,hi.tu.1aw,CV.CV.1VG,3,u,Alta,Back,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,NA,hi.t,u.al
densidade,nom,deN.si.d1a.dzhi,CVC.CV.C1V.CV,4,i,Alta,Front,a,Baixa,Central,NA,NA,NA,i,Alta,Front,a,vogal_oral,paroxytone,NA,den.s,i.dade
lenda,nom,l1eN.dax,C1VC.CV,2,NA,NA,NA,e,Média-Alta,Front,NA,NA,NA,a,Baixa,Central,eN,coda_nasal,paroxytone,NA,len.d,a
representativo,adj,he.pre.zeN.ta.tsh1i.vu,CV.CCV.CVC.CV.C1V.CV,6,a,Baixa,Central,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,he,pre.zen.t,ativ.o
tumulto,nom,tu.m1uw.tu,CV.C1VG.CV,3,u,Alta,Back,u,Alta,Back,NA,NA,NA,NA,Baixa,NA,uw,ditongo_oral,paroxytone,NA,tu.mul.t,o
arranjar,ver,a.h6N.zh1aR,V.CVC.C1VC,3,6,Média-Alta,Central,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,a.han.j,aR
circo,nom,s1iR.ku,C1VC.CV,2,NA,NA,NA,i,Alta,Front,NA,NA,NA,u,Alta,Back,iR,coda_rotica,paroxytone,NA,sir.k,o
datar,ver,da.t1aR,CV.C1VC,2,a,Baixa,Central,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,da.t,aR
espantar,ver,is.p6N.t1aR,VC.CVC.C1VC,3,6,Média-Alta,Central,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,es.pan.t,aR
pensador,nom,peN.sa.d1oR,CVC.CV.C1VC,3,a,Baixa,Central,o,Média-Alta,Back,NA,NA,NA,NA,Baixa,NA,oR,coda_rotica,oxytone,NA,pen.s,ad.oR
predominar,ver,pre.do.mi.n1aR,CCV.CV.CV.C1VC,4,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,pre,do.mi.n,aR
pretexto,nom,pre.t1es.tu,CCV.C1VC.CV,3,e,Média-Alta,Front,e,Média-Alta,Front,NA,NA,NA,u,Alta,Back,eS,coda_sibilante,paroxytone,pre,tes.t,o
sobrevivente,nom,so.bre.vi.v1eN.tshi,CV.CCV.CV.C1VC.CV,5,i,Alta,Front,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,sobre,vi.v,ente
criminalidade,nom,kri.mi.na.li.d1a.dzhi,CCV.CV.CV.CV.C1V.CV,6,i,Alta,Front,a,Baixa,Central,NA,NA,NA,i,Alta,Front,a,vogal_oral,paroxytone,NA,kri.m,iN.al.idade
debaixo,adv,dzhi.b1aj.shu,CV.C1VG.CV,3,i,Alta,Front,a,Baixa,Central,NA,NA,NA,u,Alta,Back,aj,ditongo_oral,paroxytone,de,bai.x,o
dignidade,nom,dzhi.gi.ni.d1a.dzhi,CV.CV.CV.C1V.CV,5,i,Alta,Front,a,Baixa,Central,NA,NA,NA,i,Alta,Front,a,vogal_oral,paroxytone,NA,dig.n,i.dade
embaixo,adv,iN.b1aj.shu,VC.C1VG.CV,3,i,Alta,Front,a,Baixa,Central,NA,NA,NA,u,Alta,Back,aj,ditongo_oral,paroxytone,eN,bai.x,o
feto,nom,f1eh.tu,C1V.CV,2,NA,NA,NA,eh,Média-Baixa,Front,NA,NA,NA,u,Alta,Back,eh,vogal_oral,paroxytone,NA,fe.t,o
fingir,ver,fiN.zh1iR,CVC.C1VC,2,i,Alta,Front,i,Alta,Front,NA,NA,NA,NA,Baixa,NA,iR,coda_rotica,oxytone,NA,fin.j,iR
manifesto,nom,m6.ni.f1ehs.tu,CV.CV.C1VC.CV,4,i,Alta,Front,eh,Média-Baixa,Front,NA,NA,NA,u,Alta,Back,ehS,coda_sibilante,paroxytone,NA,ma.ni.fes.t,o
persistir,ver,peR.sis.tsh1iR,CVC.CVC.C1VC,3,i,Alta,Front,i,Alta,Front,NA,NA,NA,NA,Baixa,NA,iR,coda_rotica,oxytone,NA,per.sis.t,iR
zaga,nom,z1a.gax,C1V.CV,2,NA,NA,NA,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,a,vogal_oral,paroxytone,NA,za.g,a
complexidade,nom,koN.plek.si.d1a.dzhi,CVC.CCVC.CV.C1V.CV,5,i,Alta,Front,a,Baixa,Central,NA,NA,NA,i,Alta,Front,a,vogal_oral,paroxytone,NA,kom.ple.ks,i.dade
forte,adv,f1ohR.tshi,C1VC.CV,2,NA,NA,NA,oh,Média-Baixa,Back,NA,NA,NA,i,Alta,Front,ohR,coda_rotica,paroxytone,NA,for.t,e
palhinha,nom,pa.lh1i.nhax,CV.C1V.CV,3,a,Baixa,Central,i,Alta,Front,NA,NA,NA,a,Baixa,Central,i,vogal_oral,paroxytone,NA,pa.L,iN.a
requisitar,ver,he.ki.zi.t1aR,CV.CV.CV.C1VC,4,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,he,ki.zi.t,aR
marcante,adj,maR.k16N.tshi,CVC.C1VC.CV,3,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,i,Alta,Front,6N,coda_nasal,paroxytone,NA,mar.k,ante
passeata,nom,pa.si.1a.tax,CV.CV.1V.CV,4,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,a,vogal_oral,paroxytone,NA,pa.s,eata
centavo,nom,seN.t1a.vu,CVC.C1V.CV,3,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,sen.t,avo
coro,nom,k1o.ru,C1V.CV,2,NA,NA,NA,o,Média-Alta,Back,NA,NA,NA,u,Alta,Back,o,vogal_oral,paroxytone,NA,ko.r,o
juntamente,adv,zhuN.ta.m1eN.tshi,CVC.CV.C1VC.CV,4,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,NA,jun.t,a.mente
linear,adj,li.ne.1aR,CV.CV.1VC,3,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,li.n,e.aR
pastor,nom,pas.t1oR,CVC.C1VC,2,a,Baixa,Central,o,Média-Alta,Back,NA,NA,NA,NA,Baixa,NA,oR,coda_rotica,oxytone,NA,pas.t,oR
contabilidade,nom,koN.ta.bi.li.d1a.dzhi,CVC.CV.CV.CV.C1V.CV,6,i,Alta,Front,a,Baixa,Central,NA,NA,NA,i,Alta,Front,a,vogal_oral,paroxytone,NA,kon.t,a.bil.idade
vasto,adj,v1as.tu,C1VC.CV,2,NA,NA,NA,a,Baixa,Central,NA,NA,NA,u,Alta,Back,aS,coda_sibilante,paroxytone,NA,vas.t,o
arbitragem,nom,aR.bi.tr1a.zhejN,VC.CV.CC1V.CVGC,4,i,Alta,Front,a,Baixa,Central,NA,NA,NA,e,Média-Alta,Front,a,vogal_oral,paroxytone,NA,ar.bi.tr,ajem
filial,nom,fi.li.1aw,CV.CV.1VG,3,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,NA,fi.L,al
oposto,adj,o.p1os.tu,V.C1VC.CV,3,o,Média-Alta,Back,o,Média-Alta,Back,NA,NA,NA,u,Alta,Back,oS,coda_sibilante,paroxytone,NA,o.p,osto
panorama,nom,pa.no.r16.max,CV.CV.C1V.CV,4,o,Média-Alta,Back,6,Média-Alta ,Central,NA,NA,NA,a,Baixa,Central,6,vogal_oral,paroxytone,NA,pa.no.ra.m,a
rechear,ver,he.shi.1aR,CV.CV.1VC,3,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,he,xei,aR
telespectador,nom,te.les.pek.ta.d1oR,CV.CVC.CVC.CV.C1VC,5,a,Baixa,Central,o,Média-Alta,Back,NA,NA,NA,NA,Baixa,NA,oR,coda_rotica,oxytone,tele,es.pek.t,ad.oR
coroa,nom,ko.r1o.ax,CV.C1V.V,3,o,Média-Alta,Back,o,Média-Alta,Back,NA,NA,NA,a,Baixa,Central,o,vogal_oral,paroxytone,NA,ko.ro,a
estipular,ver,is.tshi.pu.l1aR,VC.CV.CV.C1VC,4,u,Alta,Back,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,es.ti.pu.l,aR
fuzil,nom,fu.z1iw,CV.C1VG,2,u,Alta,Back,i,Alta,Front,NA,NA,NA,NA,Baixa,NA,iw,ditongo_oral,oxytone,NA,fu.zil,NA
inciso,nom,iN.s1i.zu,VC.C1V.CV,3,i,Alta,Front,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,in.si.z,o
intimidade,nom,iN.tshi.mi.d1a.dzhi,VC.CV.CV.C1V.CV,5,i,Alta,Front,a,Baixa,Central,NA,NA,NA,i,Alta,Front,a,vogal_oral,paroxytone,NA,in.ti.m,i.dade
signo,nom,s1i.gi.nu,C1V.CV.CV,3,NA,NA,NA,i,Alta,Front,i,u,Front,u,Alta,Back,i,vogal_oral,proparoxytone,NA,sig.n,o
anjo,nom,16N.zhu,1VC.CV,2,NA,NA,NA,6,Média-Alta ,Central,NA,NA,NA,u,Alta,Back,6N,coda_nasal,paroxytone,NA,an.j,o
ansiedade,nom,6N.si.e.d1a.dzhi,VC.CV.V.C1V.CV,5,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,i,Alta,Front,a,vogal_oral,paroxytone,NA,an.s,ie.dade
armadilha,nom,aR.ma.dzh1i.lhax,VC.CV.C1V.CV,4,a,Baixa,Central,i,Alta,Front,NA,NA,NA,a,Baixa,Central,i,vogal_oral,paroxytone,NA,ar.ma.di.L,a
coxa,nom,k1o.shax,C1V.CV,2,NA,NA,NA,o,Média-Alta,Back,NA,NA,NA,a,Baixa,Central,o,vogal_oral,paroxytone,NA,ko.x,a
cisalhamento,nom,si.za.lha.m1eN.tu,CV.CV.CV.C1VC.CV,5,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,u,Alta,Back,eN,coda_nasal,paroxytone,NA,si.za.L,a.mento
disponibilidade,nom,dzhis.po.ni.bi.li.d1a.dzhi,CVC.CV.CV.CV.CV.C1V.CV,7,i,Alta,Front,a,Baixa,Central,NA,NA,NA,i,Alta,Front,a,vogal_oral,paroxytone,diS,po.n,i.bil.id.ad.ie
lanchonete,nom,l6N.sho.n1eh.tshi,CVC.CV.C1V.CV,4,o,Média-Alta,Back,eh,Média-Baixa,Front,NA,NA,NA,i,Alta,Front,eh,vogal_oral,paroxytone,NA,lan.x,onete
pescador,nom,pes.ka.d1oR,CVC.CV.C1VC,3,a,Baixa,Central,o,Média-Alta,Back,NA,NA,NA,NA,Baixa,NA,oR,coda_rotica,oxytone,NA,pes.k,ad.oR
prisioneiro,nom,pri.zi.o.n1ej.ru,CCV.CV.V.C1VG.CV,5,o,Média-Alta,Back,e,Média-Alta,Front,NA,NA,NA,u,Alta,Back,ej,ditongo_oral,paroxytone,NA,pri.z,ioN.eiR.o
sofisticado,adj,so.fis.tshi.k1a.du,CV.CVC.CV.C1V.CV,5,i,Alta,Front,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,so.fis.ti.k,ad.o
tomada,nom,to.m1a.dax,CV.C1V.CV,3,o,Média-Alta,Back,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,a,vogal_oral,paroxytone,NA,to.m,ad.a
colombiano,adj,ko.loN.bi.16.nu,CV.CVC.CV.1V.CV,5,i,Alta,Front,6,Média-Alta ,Central,NA,NA,NA,u,Alta,Back,6,vogal_oral,paroxytone,NA,ko.lom.b,iano
desmentir,ver,dzhiz.miN.tsh1iR,CVC.CVC.C1VC,3,i,Alta,Front,i,Alta,Front,NA,NA,NA,NA,Baixa,NA,iR,coda_rotica,oxytone,deS,men.t,iR
esclarecimento,nom,is.kla.re.si.m1eN.tu,VC.CCV.CV.CV.C1VC.CV,6,i,Alta,Front,e,Média-Alta,Front,NA,NA,NA,u,Alta,Back,eN,coda_nasal,paroxytone,eS,kla.r,esi.mento
especificar,ver,is.pe.si.fi.k1aR,VC.CV.CV.CV.C1VC,5,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,es.pe.s,if.ik.aR
instabilidade,nom,iNs.ta.bi.li.d1a.dzhi,VCC.CV.CV.CV.C1V.CV,6,i,Alta,Front,a,Baixa,Central,NA,NA,NA,i,Alta,Front,a,vogal_oral,paroxytone,iN,st,a.bil.idade
armazenar,ver,aR.ma.ze.n1aR,VC.CV.CV.C1VC,4,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,ar.ma.ze.n,aR
cogitar,ver,ko.zhi.t1aR,CV.CV.C1VC,3,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,ko.ji.t,aR
israelense,nom,is.ha.eh.l1eN.si,VC.CV.V.C1VC.CV,5,eh,Média-Baixa,Front,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,NA,is.ha.e.l,ense
papai,nom,pa.p1aj,CV.C1VG,2,a,Baixa,Central,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aj,ditongo_oral,oxytone,NA,pa.pa.i,NA
colonial,adj,ko.lo.ni.1aw,CV.CV.CV.1VG,4,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,NA,ko.lo.n,i.al
copiar,ver,ko.pi.1aR,CV.CV.1VC,3,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,ko.pi,aR
ditar,ver,dzhi.t1aR,CV.C1VC,2,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,di.t,aR
doador,nom,do.a.d1oR,CV.V.C1VC,3,a,Baixa,Central,o,Média-Alta,Back,NA,NA,NA,NA,Baixa,NA,oR,coda_rotica,oxytone,NA,do,ad.oR
economizar,ver,e.ko.no.mi.z1aR,V.CV.CV.CV.C1VC,5,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,e.ko.no.m,iz.aR
frota,nom,fr1oh.tax,CC1V.CV,2,NA,NA,NA,oh,Média-Baixa,Back,NA,NA,NA,a,Baixa,Central,oh,vogal_oral,paroxytone,NA,fro.t,a
oitavo,adj,oj.t1a.vu,VG.C1V.CV,3,o,Média-Alta,Back,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,oi.ta.v,o
refazer,ver,he.fa.z1eR,CV.CV.C1VC,3,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,NA,Baixa,NA,eR,coda_rotica,oxytone,he,fa.z,eR
leitora,nom,lej.t1o.rax,CVG.C1V.CV,3,e,Média-Alta,Front,o,Média-Alta,Back,NA,NA,NA,a,Baixa,Central,o,vogal_oral,paroxytone,NA,lei.t,oR.a
abono,nom,a.b1o.nu,V.C1V.CV,3,a,Baixa,Central,o,Média-Alta,Back,NA,NA,NA,u,Alta,Back,o,vogal_oral,paroxytone,NA,a.bo.n,o
fumo,nom,f1u.mu,C1V.CV,2,NA,NA,NA,u,Alta,Back,NA,NA,NA,NA,Baixa,NA,u,vogal_oral,paroxytone,NA,fu.m,o
lama,nom,l16.max,C1V.CV,2,NA,NA,NA,6,Média-Alta ,Central,NA,NA,NA,a,Baixa,Central,6,vogal_oral,paroxytone,NA,la.m,a
resultante,adj,he.zuw.t16N.tshi,CV.CVG.C1VC.CV,4,u,Alta,Back,6,Média-Alta ,Central,NA,NA,NA,i,Alta,Front,6N,coda_nasal,paroxytone,NA,he.zul.t,ante
anualmente,adv,6.nu.aw.m1eN.tshi,V.CV.VG.C1VC.CV,5,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,NA,a.n,u.al.mente
chefiar,ver,she.fi.1aR,CV.CV.1VC,3,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,xe.fi,aR
empresariado,nom,iN.pre.za.ri.1a.du,VC.CCV.CV.CV.1V.CV,6,i,Alta,Front,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,em.pre.z,aR.i.ad.o
interlocutor,nom,iN.teR.lo.ku.t1oR,VC.CVC.CV.CV.C1VC,5,u,Alta,Back,o,Média-Alta,Back,NA,NA,NA,NA,Baixa,NA,oR,coda_rotica,oxytone,inter,lo.ku.t,oR
vitamina,nom,vi.ta.m1i.nax,CV.CV.C1V.CV,4,a,Baixa,Central,i,Alta,Front,NA,NA,NA,a,Baixa,Central,i,vogal_oral,paroxytone,NA,vi.ta.mi.n,a
reta,nom,h1eh.tax,C1V.CV,2,NA,NA,NA,eh,Média-Baixa,Front,NA,NA,NA,a,Baixa,Central,eh,vogal_oral,paroxytone,NA,he.t,a
suscitar,ver,su.si.t1aR,CV.CV.C1VC,3,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,su.si.t,aR
acatar,ver,a.ka.t1aR,V.CV.C1VC,3,a,Baixa,Central,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,a.ka.t,aR
alameda,nom,a.la.m1e.dax,V.CV.C1V.CV,4,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,a,Baixa,Central,e,vogal_oral,paroxytone,NA,a.la.me.d,a
seduzir,ver,se.du.z1iR,CV.CV.C1VC,3,u,Alta,Back,i,Alta,Front,NA,NA,NA,NA,Baixa,NA,iR,coda_rotica,oxytone,NA,se.du.z,iR
devidamente,adv,de.vi.da.m1eN.tshi,CV.CV.CV.C1VC.CV,5,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,NA,de.vi.d,a.mente
nazista,adj,na.z1is.tax,CV.C1VC.CV,3,a,Baixa,Central,i,Alta,Front,NA,NA,NA,a,Baixa,Central,iS,coda_sibilante,paroxytone,NA,na.z,ist.a
palmeirense,adj,paw.mej.r1eN.si,CVG.CVG.C1VC.CV,4,e,Média-Alta,Front,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,NA,pal.mei.r,ense
abusar,ver,a.bu.z1aR,V.CV.C1VC,3,u,Alta,Back,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,a.bu.z,aR
capturar,ver,kap.tu.r1aR,CVC.CV.C1VC,3,u,Alta,Back,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,kap.tu.r,aR
cerebral,adj,se.re.br1aw,CV.CV.CC1VG,3,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,NA,se.re.br,al
direto,nom,dzhi.r1ej.tu,CV.C1VG.CV,3,i,Alta,Front,e,Média-Alta,Front,NA,NA,NA,u,Alta,Back,ej,ditongo_oral,paroxytone,NA,di.re.t,o
vendido,adj,veN.dzh1i.du,CVC.C1V.CV,3,e,Média-Alta,Front,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,ven.d,ido
acomodar,ver,a.ko.mo.d1aR,V.CV.CV.C1VC,4,o,Média-Alta,Back,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,a.ko.mo.d,aR
caravana,nom,ka.ra.v16.nax,CV.CV.C1V.CV,4,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,a,Baixa,Central,6,vogal_oral,paroxytone,NA,ka.ra.va.n,a
continental,adj,koN.tshi.neN.t1aw,CVC.CV.CVC.C1VG,4,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,NA,kon.ti.nen.t,al
corretamente,adv,ko.heh.ta.m1eN.tshi,CV.CV.CV.C1VC.CV,5,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,NA,ko.he.t,a.mente
cruzado,nom,kru.z1a.du,CCV.C1V.CV,3,u,Alta,Back,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,kru.z,ad.o
cumprimentar,ver,kuN.pri.meN.t1aR,CVC.CCV.CVC.C1VC,4,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,kum.pri.men.t,aR
enxugar,ver,iN.shu.g1aR,VC.CV.C1VC,3,u,Alta,Back,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,eN,xu.g,aR
fundir,ver,fuN.dzh1iR,CVC.C1VC,2,u,Alta,Back,i,Alta,Front,NA,NA,NA,NA,Baixa,NA,iR,coda_rotica,oxytone,NA,fun.d,iR
ironizar,ver,i.ro.ni.z1aR,V.CV.CV.C1VC,4,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,i.ro.n,iz.aR
juvenil,adj,zhu.ve.n1iw,CV.CV.C1VG,3,e,Média-Alta,Front,i,Alta,Front,NA,NA,NA,NA,Baixa,NA,iw,ditongo_oral,oxytone,NA,ju.ve.n,il
liquidar,ver,li.ki.d1aR,CV.CV.C1VC,3,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,li.ki.d,aR
revistar,ver,he.vi.z1aR,CV.CV.C1VC,3,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,he,vis.t,aR
orelha,nom,o.r1e.lhax,V.C1V.CV,3,o,Média-Alta,Back,e,Média-Alta,Front,NA,NA,NA,a,Baixa,Central,e,vogal_oral,paroxytone,NA,o.re.L,a
previamente,adv,preh.vi.a.m1eN.tshi,CCV.CV.V.C1VC.CV,5,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,NA,pre.vi,a.mente
quadrissemana,nom,kwa.dri.se.m16.nax,CGV.CCV.CV.C1V.CV,5,e,Média-Alta,Front,6,Média-Alta ,Central,NA,NA,NA,a,Baixa,Central,6,vogal_oral,paroxytone,kuadri,se.ma.n,a
templo,nom,t1eN.plu,C1VC.CCV,2,NA,NA,NA,e,Média-Alta,Front,NA,NA,NA,u,Alta,Back,eN,coda_nasal,paroxytone,NA,tem.pl,o
tenente,nom,te.n1eN.tshi,CV.C1VC.CV,3,e,Média-Alta,Front,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,NA,te.nen.t,e
assinante,nom,a.si.n16N.tshi,V.CV.C1VC.CV,4,i,Alta,Front,6,Média-Alta ,Central,NA,NA,NA,i,Alta,Front,6N,coda_nasal,paroxytone,NA,a.si.n,ante
cruel,adj,kru.1ehw,CCV.1VG,2,u,Alta,Back,eh,Média-Baixa,Front,NA,NA,NA,NA,Baixa,NA,ehw,ditongo_oral,oxytone,NA,kru.蓻l,NA
fidelidade,nom,fi.de.li.d1a.dzhi,CV.CV.CV.C1V.CV,5,i,Alta,Front,a,Baixa,Central,NA,NA,NA,i,Alta,Front,a,vogal_oral,paroxytone,NA,fi.de.l,i.dade
metralhadora,nom,me.tra.lha.d1o.rax,CV.CCV.CV.C1V.CV,5,a,Baixa,Central,o,Média-Alta,Back,NA,NA,NA,a,Baixa,Central,o,vogal_oral,paroxytone,NA,me.tra.L,ad.oR.a
prateleira,nom,pra.tshi.l1ej.rax,CCV.CV.C1VG.CV,4,i,Alta,Front,e,Média-Alta,Front,NA,NA,NA,a,Baixa,Central,ej,ditongo_oral,paroxytone,NA,pra.te.l,eiR.a
abrigo,nom,a.br1i.gu,V.CC1V.CV,3,a,Baixa,Central,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,a.bri.g,o
filtro,nom,f1iw.tru,C1VG.CCV,2,NA,NA,NA,i,Alta,Front,NA,NA,NA,u,Alta,Back,iw,ditongo_oral,paroxytone,NA,fil.tr,o
oral,adj,o.r1aw,V.C1VG,2,o,Média-Alta,Back,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,NA,o.r,al
possivelmente,adv,po.si.vew.m1eN.tshi,CV.CV.CVG.C1VC.CV,5,e,Média-Alta,Front,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,NA,po.s,i.vel.mente
assistencial,adj,a.sis.teN.si.1aw,V.CVC.CVC.CV.1VG,5,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,NA,a.sis.t,ensi.al
ausente,adj,aw.z1eN.tshi,VG.C1VC.CV,3,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,NA,au.zen.t,e
